sec,comfort,,,,,,
6840,0,,,,,,
6900,0,,,,,,
6960,0,,,,,,
7020,0,,,,,,
7080,0,,,,,,
7140,0,,,,,,
7200,0,,,,,,
7260,0,,,,,,
7320,0,,,,,,
7380,0,,,,,,
7440,0,,,,,,
7500,0,,,,,,
7560,0,,,,,,
7620,0,,,,,,
7680,0,,,,,,
7740,0,,,,,,
7800,0,,,,,,
7860,0,,,,,,
7920,0,,,,,,
7980,0,,,,,,
8040,0,,,,,,
8100,0,,,,,,
8160,0,,,,,,
8220,0,,,,,,
8280,0,,,,,,
8340,0,,,,,,
8400,0,,,,,,
8460,0,,,,,,
8520,0,,,,,,
8580,0,,,,,,
8640,0,,,,,,
8700,0,,,,,,
8760,0,,,,,,
8820,0,,,,,,
8880,0,,,,,,
8940,0,,,,,,
9000,0,,,,,,
9060,0,,,,,,
9120,0,,,,,,
9180,0,,,,,,
9240,0,,,,,,
9300,0,,,,,,
9360,0,,,,,,
9420,0,,,,,,
9480,0,,,,,,
9540,0,,,,,,
9600,0,,,,,,
9660,0,,,,,,
9720,0,,,,,,
9780,0,,,,,,
9840,0,,,,,,
9900,0,,,,,,
9960,0,,,,,,
10020,0,,,,,,
10080,0,,,,,,
10140,0,,,,,,
10200,0,,,,,,
10260,0,,,,,,
10320,0,,,,,,
10380,0,,,,,,
10440,0,,,,,,
10500,0,,,,,,
10560,0,,,,,,
10620,0,,,,,,
10680,0,,,,,,
10740,0,,,,,,
10800,0,,,,,,
10860,0,,,,,,
10920,0,,,,,,
10980,0,,,,,,
11040,0,,,,,,
11100,0,,,,,,
11160,0,,,,,,
11220,0,,,,,,
11280,0,,,,,,
11340,0,,,,,,
11400,0,,,,,,
11460,0,,,,,,
11520,0,,,,,,
11580,0,,,,,,
11640,0,,,,,,
11700,0,,,,,,
11760,0,,,,,,
11820,0,,,,,,
11880,0,,,,,,
11940,0,,,,,,
12000,0,,,,,,
12060,0,,,,,,
12120,0,,,,,,
12180,0,,,,,,
12240,0,,,,,,
12300,0,,,,,,
12360,0,,,,,,
12420,0,,,,,,
12480,0,,,,,,
12540,0,,,,,,
12600,0,,,,,,
12660,0,,,,,,
12720,0,,,,,,
12780,0,,,,,,
12840,0,,,,,,
12900,0,,,,,,
12960,0,,,,,,
13020,0,,,,,,
13080,0,,,,,,
13140,0,,,,,,
13200,0,,,,,,
13260,0,,,,,,
13320,0,,,,,,
13380,0,,,,,,
13440,0,,,,,,
13500,0,,,,,,
13560,0,,,,,,
13620,0,,,,,,
13680,0,,,,,,
13740,0,,,,,,
13800,0,,,,,,
13860,0,,,,,,
13920,0,,,,,,
13980,0,,,,,,
14040,0,,,,,,
14100,0,,,,,,
14160,0,,,,,,
14220,0,,,,,,
14280,0,,,,,,
14340,0,,,,,,
14400,0,,,,,,
14460,0,,,,,,
14520,0,,,,,,
14580,0,,,,,,
14640,0,,,,,,
14700,0,,,,,,
14760,0,,,,,,
14820,0,,,,,,
14880,0,,,,,,
14940,0,,,,,,
15000,0,,,,,,
15060,0,,,,,,
15120,0,,,,,,
15180,0,,,,,,
15240,0,,,,,,
15300,0,,,,,,
15360,0,,,,,,
15420,0,,,,,,
15480,0,,,,,,
15540,0,,,,,,
15600,0,,,,,,
15660,0,,,,,,
15720,0,,,,,,
15780,0,,,,,,
15840,0,,,,,,
15900,0,,,,,,
15960,0,,,,,,
16020,0,,,,,,
16080,0,,,,,,
16140,0,,,,,,
16200,0,,,,,,
16260,0,,,,,,
16320,0,,,,,,
16380,0,,,,,,
16440,0,,,,,,
16500,0,,,,,,
16560,0,,,,,,
16620,0,,,,,,
16680,0,,,,,,
16740,0,,,,,,
16800,0,,,,,,
16860,0,,,,,,
16920,0,,,,,,
16980,0,,,,,,
17040,0,,,,,,
17100,0,,,,,,
17160,0,,,,,,
17220,0,,,,,,
17280,0,,,,,,
17340,0,,,,,,
17400,0,,,,,,
17460,0,,,,,,
17520,0,,,,,,
17580,0,,,,,,
17640,0,,,,,,
17700,0,,,,,,
17760,0,,,,,,
17820,0,,,,,,
17880,0,,,,,,
17940,0,,,,,,
18000,0,,,,,,
18060,0,,,,,,
18120,0,,,,,,
18180,0,,,,,,
18240,0,,,,,,
18300,0,,,,,,
18360,0,,,,,,
18420,0,,,,,,
18480,0,,,,,,
18540,0,,,,,,
18600,0,,,,,,
18660,0,,,,,,
18720,0,,,,,,
18780,0,,,,,,
18840,0,,,,,,
18900,0,,,,,,
18960,0,,,,,,
19020,0,,,,,,
19080,0,,,,,,
19140,0,,,,,,
19200,0,,,,,,
19260,0,,,,,,
19320,0,,,,,,
19380,0,,,,,,
19440,0,,,,,,
19500,0,,,,,,
19560,0,,,,,,
19620,0,,,,,,
19680,0,,,,,,
19740,0,,,,,,
19800,0,,,,,,
19860,0,,,,,,
19920,0,,,,,,
19980,0,,,,,,
20040,0,,,,,,
20100,0,,,,,,
20160,0,,,,,,
20220,0,,,,,,
20280,0,,,,,,
20340,0,,,,,,
20400,0,,,,,,
20460,0,,,,,,
20520,0,,,,,,
20580,0,,,,,,
20640,0,,,,,,
20700,0,,,,,,
20760,0,,,,,,
20820,0,,,,,,
20880,0,,,,,,
20940,0,,,,,,
21000,0,,,,,,
21060,0,,,,,,
21120,0,,,,,,
21180,0,,,,,,
21240,0,,,,,,
21300,0,,,,,,
21360,0,,,,,,
21420,0,,,,,,
21480,0,,,,,,
21540,0,,,,,,
21600,0,,,,,,
21660,0,,,,,,
21720,0,,,,,,
21780,0,,,,,,
21840,0,,,,,,
21900,0,,,,,,
21960,0,,,,,,
22020,0,,,,,,
22080,0,,,,,,
22140,0,,,,,,
22200,0,,,,,,
22260,0,,,,,,
22320,0,,,,,,
22380,0,,,,,,
22440,0,,,,,,
22500,0,,,,,,
22560,0,,,,,,
22620,0,,,,,,
22680,0,,,,,,
22740,0,,,,,,
22800,0,,,,,,
22860,0,,,,,,
22920,0,,,,,,
22980,0,,,,,,
23040,0,,,,,,
23100,0,,,,,,
23160,0,,,,,,
23220,0,,,,,,
23280,0,,,,,,
23340,0,,,,,,
23400,0,,,,,,
23460,0,,,,,,
23520,0,,,,,,
23580,0,,,,,,
23640,0,,,,,,
23700,0,,,,,,
23760,0,,,,,,
23820,0,,,,,,
23880,0,,,,,,
23940,0,,,,,,
24000,0,,,,,,
24060,0,,,,,,
24120,0,,,,,,
24180,0,,,,,,
24240,0,,,,,,
24300,0,,,,,,
24360,0,,,,,,
24420,0,,,,,,
24480,0,,,,,,
24540,0,,,,,,
24600,0,,,,,,
24660,0,,,,,,
24720,0,,,,,,
24780,0,,,,,,
24840,0,,,,,,
24900,0,,,,,,
24960,0,,,,,,
25020,0,,,,,,
25080,0,,,,,,
25140,0,,,,,,
25200,0,,,,,,
25260,0,,,,,,
25320,0,,,,,,
25380,0,,,,,,
25440,0,,,,,,
25500,0,,,,,,
25560,0,,,,,,
25620,0,,,,,,
25680,0,,,,,,
25740,0,,,,,,
25800,0,,,,,,
25860,0,,,,,,
25920,0,,,,,,
25980,0,,,,,,
26040,0,,,,,,
26100,0,,,,,,
26160,0,,,,,,
26220,0,,,,,,
26280,0,,,,,,
26340,0,,,,,,
26400,0,,,,,,
26460,0,,,,,,
26520,0,,,,,,
26580,0,,,,,,
26640,0,,,,,,
26700,0,,,,,,
26760,0,,,,,,
26820,0,,,,,,
26880,0,,,,,,
26940,0,,,,,,
27000,0,,,,,,
27060,0,,,,,,
27120,0,,,,,,
27180,0,,,,,,
27240,0,,,,,,
27300,0,,,,,,
27360,0,,,,,,
27420,0,,,,,,
27480,0,,,,,,
27540,0,,,,,,
27600,0,,,,,,
27660,0,,,,,,
27720,0,,,,,,
27780,0,,,,,,
27840,0,,,,,,
27900,0,,,,,,
27960,0,,,,,,
28020,0,,,,,,
28080,0,,,,,,
28140,0,,,,,,
28200,0,,,,,,
28260,0,,,,,,
28320,0,,,,,,
28380,0,,,,,,
28440,0,,,,,,
28500,0,,,,,,
28560,0,,,,,,
28620,0,,,,,,
28680,0,,,,,,
28740,0,,,,,,
28800,0,,,,,,
28860,0,,,,,,
28920,0,,,,,,
28980,0,,,,,,
29040,0,,,,,,
29100,0,,,,,,
29160,0,,,,,,
29220,0,,,,,,
29280,0,,,,,,
29340,0,,,,,,
29400,0,,,,,,
29460,0,,,,,,
29520,0,,,,,,
29580,0,,,,,,
29640,0,,,,,,
29700,0,,,,,,
29760,0,,,,,,
29820,0,,,,,,
29880,0,,,,,,
29940,0,,,,,,
30000,0,,,,,,
30060,0,,,,,,
30120,0,,,,,,
30180,0,,,,,,
30240,0,,,,,,
30300,0,,,,,,
30360,0,,,,,,
30420,0,,,,,,
30480,0,,,,,,
30540,0,,,,,,
30600,0,,,,,,
30660,0,,,,,,
30720,0,,,,,,
30780,0,,,,,,
30840,0,,,,,,
30900,0,,,,,,
30960,0,,,,,,
31020,0,,,,,,
31080,0,,,,,,
31140,0,,,,,,
31200,0,,,,,,
31260,0,,,,,,
31320,91.1440167914084,,,,,,
31380,91.1440167914084,,,,,,
31440,94.4009915693826,,,,,,
31500,94.4009915693826,,,,,,
31560,94.4009915693826,,,,,,
31620,94.4009915693826,,,,,,
31680,94.4009915693826,,,,,,
31740,94.4009915693826,,,,,,
31800,94.4009915693826,,,,,,
31860,94.4009915693826,,,,,,
31920,94.4009915693826,,,,,,
31980,94.4009915693826,,,,,,
32040,94.587671754169,,,,,,
32100,94.6001170998214,,,,,,
32160,94.6498984824311,,,,,,
32220,94.6498984824311,,,,,,
32280,94.6498984824311,,,,,,
32340,94.6498984824311,,,,,,
32400,94.6498984824311,,,,,,
32460,94.6498984824311,,,,,,
32520,94.6498984824311,,,,,,
32580,94.6498984824311,,,,,,
32640,94.6498984824311,,,,,,
32700,94.6498984824311,,,,,,
32760,94.6498984824311,,,,,,
32820,94.6498984824311,,,,,,
32880,94.6498984824311,,,,,,
32940,94.6498984824311,,,,,,
33000,94.6498984824311,,,,,,
33060,94.6498984824311,,,,,,
33120,94.6498984824311,,,,,,
33180,94.6498984824311,,,,,,
33240,94.6498984824311,,,,,,
33300,94.6498984824311,,,,,,
33360,94.6498984824311,,,,,,
33420,94.6498984824311,,,,,,
33480,94.6291562396771,,,,,,
33540,94.6291562396771,,,,,,
33600,94.6291562396771,,,,,,
33660,94.630751796812,,,,,,
33720,94.6321194172134,,,,,,
33780,94.6321194172134,,,,,,
33840,94.6143403519956,,,,,,
33900,94.6143403519956,,,,,,
33960,94.5787822215601,,,,,,
34020,94.566929511415,,,,,,
34080,94.500554334602,,,,,,
34140,94.500554334602,,,,,,
34200,94.4476616155792,,,,,,
34260,94.4476616155792,,,,,,
34320,94.4165482514481,,,,,,
34380,94.4156331525031,,,,,,
34440,94.2338766879979,,,,,,
34500,94.2338766879979,,,,,,
34560,94.2200485261618,,,,,,
34620,94.2295718442261,,,,,,
34680,94.2295718442261,,,,,,
34740,94.2295718442261,,,,,,
34800,94.2426722080707,,,,,,
34860,94.2426722080707,,,,,,
34920,94.2426722080707,,,,,,
34980,94.2426722080707,,,,,,
35040,94.2426722080707,,,,,,
35100,94.2426722080707,,,,,,
35160,94.0712524829142,,,,,,
35220,94.0712524829142,,,,,,
35280,94.0712524829142,,,,,,
35340,94.0877394372376,,,,,,
35400,94.0877394372376,,,,,,
35460,94.1145089155802,,,,,,
35520,94.1145089155802,,,,,,
35580,94.1145089155802,,,,,,
35640,94.1145089155802,,,,,,
35700,94.1145089155802,,,,,,
35760,94.1145089155802,,,,,,
35820,94.1145089155802,,,,,,
35880,94.1145089155802,,,,,,
35940,94.1145089155802,,,,,,
36000,93.9681725957065,,,,,,
36060,93.9681725957065,,,,,,
36120,93.8201282876168,,,,,,
36180,93.8201282876168,,,,,,
36240,93.3759953633476,,,,,,
36300,93.327186020203,,,,,,
36360,93.8619039090638,,,,,695  / 608,
36420,94.8619039090638,94.8619039090638,94.8619039090638,,,,
36480,93.8619039090638,95.8619039090638,95.8619039090638,,,,
36540,93.3847690877795,96.8619039090638,94.8619039090638,,,,
36600,93.3847690877795,95.8619039090639,94.3847690877795,,,,
36660,93.0745810136867,95.3847690877795,94.3847690877795,,,,
36720,93.0745810136867,95.3847690877795,94.0745810136867,,,,
36780,93.9194869766403,95.0745810136867,94.0745810136867,94.9194869766403,93.9194869766403,,
36840,93.9194869766403,95.0745810136867,93.9194869766403,94.9194869766403,93.9194869766403,,
36900,93.7643929395939,94.9194869766403,93.9194869766403,94.7643929395939,93.7643929395939,,
36960,93.7643929395939,94.9194869766403,93.7643929395939,94.7643929395939,93.7643929395939,,
37020,93.7361940237673,94.7643929395939,93.7643929395939,94.7361940237673,93.7361940237673,,
37080,93.7643929395939,94.7643929395939,93.7361940237673,94.7643929395939,93.7643929395939,,
37140,93.7643929395939,94.7361940237673,93.7643929395939,94.7643929395939,93.7643929395939,,
37200,93.7954117470032,94.7643929395939,93.7643929395939,94.7954117470032,93.7954117470032,,
37260,93.7954117470032,94.7643929395939,93.7954117470032,94.7954117470032,93.7954117470032,,
37320,93.7954117470032,94.7954117470032,93.7954117470032,94.7954117470032,93.7954117470032,,
37380,92.2691076267662,94.7954117470032,93.7954117470032,96.2691076267662,92.2691076267662,,
37440,92.5932841696124,94.7954117470032,89.2691076267662,96.5932841696124,92.5932841696124,,
37500,92.5932841696124,90.2691076267662,89.5932841696124,96.5932841696124,92.5932841696124,,
37560,92.5932841696124,90.5932841696124,89.5932841696124,96.5932841696124,92.5932841696124,,
37620,92.4010596463315,90.5932841696124,89.5932841696124,96.4010596463315,92.4010596463315,,
37680,92.8893727857919,90.5932841696124,89.4010596463315,96.8893727857919,92.8893727857919,,
37740,93.0445778119982,90.4010596463315,89.8893727857919,97.0445778119982,93.0445778119982,,
37800,93.0445778119982,90.8893727857919,90.0445778119981,97.0445778119982,93.0445778119982,,
37860,93.3335057100611,91.0445778119982,90.0445778119981,97.3335057100611,93.3335057100611,,
37920,93.0445778119982,91.0445778119982,90.3335057100611,97.0445778119982,93.0445778119982,,
37980,93.5098599231373,91.3335057100611,90.0445778119981,97.5098599231373,93.5098599231373,,
38040,93.2153033408251,91.0445778119982,90.5098599231373,97.2153033408251,93.2153033408251,,
38100,93.2153033408251,91.5098599231373,90.2153033408251,97.2153033408251,93.2153033408251,,
38160,93.2153033408251,91.2153033408251,90.2153033408251,97.2153033408251,93.2153033408251,,
38220,93.2153033408251,91.2153033408251,90.2153033408251,97.2153033408251,93.2153033408251,,
38280,92.8897408024799,91.2153033408251,90.2153033408251,96.88974080248,92.8897408024799,,
38340,93.4039999779496,91.2153033408251,89.88974080248,97.4039999779496,93.4039999779496,,
38400,93.4039999779496,90.88974080248,90.4039999779496,97.4039999779496,93.4039999779496,,
38460,93.5885200669508,91.4039999779496,90.4039999779496,97.5885200669508,93.5885200669508,,
38520,93.5885200669508,91.4039999779496,90.5885200669508,97.5885200669508,93.5885200669508,,
38580,93.773040155952,91.5885200669508,90.5885200669508,97.773040155952,93.773040155952,,
38640,93.773040155952,91.5885200669508,90.7730401559519,97.773040155952,93.773040155952,,
38700,93.9706606087978,91.7730401559519,90.7730401559519,97.9706606087978,93.9706606087978,,
38760,93.2546225024795,91.7730401559519,90.9706606087978,96.2546225024795,93.2546225024795,,
38820,93.2546225024795,91.9706606087978,91.2546225024795,96.2546225024795,93.2546225024795,,
38880,93.2546225024795,92.2546225024795,91.2546225024795,96.2546225024795,93.2546225024795,,
38940,93.2795131937843,92.2546225024795,91.2546225024795,96.2795131937843,93.2795131937843,,
39000,93.2795131937843,92.2546225024795,91.2795131937843,96.2795131937843,93.2795131937843,,
39060,93.403857209821,92.2795131937843,91.2795131937843,96.403857209821,93.403857209821,,
39120,93.403857209821,92.2795131937843,91.403857209821,96.403857209821,93.403857209821,,
39180,93.5055832738066,92.403857209821,91.403857209821,96.5055832738066,93.5055832738066,,
39240,93.5055832738066,92.403857209821,91.5055832738066,96.5055832738066,93.5055832738066,,
39300,93.5055832738066,92.5055832738066,91.5055832738066,96.5055832738066,93.5055832738066,,
39360,93.4275626301113,92.5055832738066,91.5055832738066,96.4275626301113,93.4275626301113,,
39420,93.4275626301113,92.5055832738066,91.4275626301113,96.4275626301113,93.4275626301113,,
39480,93.4275626301113,92.4275626301113,91.4275626301113,96.4275626301113,93.4275626301113,,
39540,93.4394153402565,92.4275626301113,91.4275626301113,96.4394153402565,93.4394153402565,,
39600,93.4394153402565,92.4275626301113,91.4394153402565,96.4394153402565,93.4394153402565,,
39660,93.606362087448,92.4394153402565,91.4394153402565,96.606362087448,93.606362087448,,
39720,93.606362087448,92.4394153402565,91.606362087448,96.606362087448,93.606362087448,,
39780,93.6762554830826,92.606362087448,91.606362087448,96.6762554830826,93.6762554830826,,
39840,93.6762554830826,92.606362087448,91.6762554830826,96.6762554830826,93.6762554830826,,
39900,93.5168972243998,92.6762554830826,91.6762554830826,96.5168972243997,93.5168972243998,,
39960,93.5168972243998,92.6762554830826,91.5168972243997,96.5168972243997,93.5168972243998,,
40020,93.5055832738066,92.5168972243997,91.5168972243997,96.5055832738066,93.5055832738066,,
40080,93.5055832738066,92.5168972243997,91.5055832738066,96.5055832738066,93.5055832738066,,
40140,93.707605073047,92.5055832738066,91.5055832738066,96.707605073047,93.707605073047,,
40200,93.707605073047,92.5055832738066,91.707605073047,96.707605073047,93.707605073047,,
40260,93.6751389539537,92.707605073047,91.707605073047,96.6751389539537,93.6751389539537,,
40320,93.6751389539537,92.707605073047,91.6751389539537,96.6751389539537,93.6751389539537,,
40380,93.6643169142559,92.6751389539537,91.6751389539537,96.6643169142559,93.6643169142559,,
40440,93.6643169142559,92.6751389539537,91.6643169142559,96.6643169142559,93.6643169142559,,
40500,93.6426728348604,92.6643169142559,91.6643169142559,96.6426728348604,93.6426728348604,,
40560,93.6426728348604,92.6643169142559,91.6426728348604,96.6426728348604,93.6426728348604,,
40620,93.773458394205,92.6426728348604,91.6426728348604,96.773458394205,93.773458394205,,
40680,93.773458394205,92.6426728348604,91.773458394205,96.773458394205,93.773458394205,,
40740,93.9662722765041,92.773458394205,91.773458394205,96.9662722765041,93.9662722765041,,
40800,93.9662722765041,92.773458394205,91.9662722765041,96.9662722765041,93.9662722765041,,
40860,93.8934219138518,92.9662722765041,91.9662722765041,96.8934219138518,93.8934219138518,,
40920,93.8934219138518,92.9662722765041,91.8934219138518,96.8934219138518,93.8934219138518,,
40980,94.0350295128942,92.8934219138518,91.8934219138518,97.0350295128942,94.0350295128942,,
41040,94.2169445985812,92.8934219138518,92.0350295128942,97.2169445985812,94.2169445985812,,
41100,94.2169445985812,93.0350295128942,92.2169445985812,97.2169445985812,94.2169445985812,,
41160,94.2169445985812,93.2169445985812,92.2169445985812,97.2169445985812,94.2169445985812,,
41220,94.2169445985812,93.2169445985812,92.2169445985812,97.2169445985812,94.2169445985812,,
41280,94.3843064774133,93.2169445985812,92.2169445985812,97.3843064774133,94.3843064774133,,
41340,94.2540274862943,93.2169445985812,92.3843064774133,97.2540274862943,94.2540274862943,,
41400,94.2540274862943,93.3843064774133,92.2540274862943,97.2540274862943,94.2540274862943,,
41460,94.0812373161656,93.2540274862943,92.2540274862943,97.0812373161656,94.0812373161656,,
41520,93.8934219138518,93.2540274862943,92.0812373161656,96.8934219138518,93.8934219138518,,
41580,93.9794865462996,,,,,,
41640,93.7145976535664,,,,,,
41700,93.7145976535664,,,,,,
41760,93.3114189358348,,,,,,
41820,93.3114189358348,,,,,,
41880,92.8757740990099,,,,,,
41940,92.8757740990099,,,,,,
42000,92.1677361037981,,,,,,
42060,92.1677361037981,,,,,,
42120,92.1677361037981,,,,,,
42180,92.1677361037981,,,,,,
42240,92.0369505444535,,,,,,
42300,92.0369505444535,,,,,,
42360,92.0369505444535,,,,,,
42420,92.0369505444535,,,,,,
42480,92.1785581434959,,,,,,
42540,92.1785581434959,,,,,,
42600,92.1785581434959,,,,,,
42660,92.1785581434959,,,,,,
42720,92.3201657425383,,,,,,
42780,92.3201657425383,,,,,,
42840,92.3201657425383,,,,,,
42900,92.3201657425383,,,,,,
42960,92.603380940623,,,,,,
43020,92.603380940623,,,,,,
43080,93.0282037377501,,,,,,
43140,93.0282037377501,,,,,,
43200,93.7362417329619,,,,,,
43260,93.7362417329619,,,,,,
43320,93.8996469252283,,,,,,
43380,93.8996469252283,,,,,,
43440,94.1606903686825,,,,,,
43500,94.1606903686825,,,,,,
43560,94.1606903686825,,,,,,
43620,94.1703024167105,,,,,,
43680,94.3005814078295,,,,,,
43740,94.3005814078295,,,,,,
43800,94.1703024167105,,,,,,
43860,94.1703024167105,,,,,,
43920,94.2001712462763,,,,,,
43980,94.2001712462763,,,,,,
44040,94.2300400758422,,,,,,
44100,94.2300400758422,,,,,,
44160,94.259908905408,,,,,,
44220,94.2653351617147,,,,,,
44280,94.2940551901433,,,,,,
44340,94.2940551901433,,,,,,
44400,94.1783602722616,,,,,,
44460,94.1783602722616,,,,,,
44520,94.1783602722616,,,,,,
44580,94.1783602722616,,,,,,
44640,94.3036285329529,,,,,,
44700,94.3036285329529,,,,,,
44760,94.1783602722616,,,,,,
44820,94.1783602722616,,,,,,
44880,94.0435186687607,,,,,,
44940,94.1594987438548,,,,,,
45000,94.1594987438548,,,,,,
45060,94.1594987438548,,,,,,
45120,93.879028208573,,,,,,
45180,93.879028208573,,,,,,
45240,93.8491593790072,,,,,,
45300,93.8157952496978,,,,,,
45360,93.7950530069438,,,,,,
45420,93.7950530069438,,,,,,
45480,93.7470637726596,,,,,,
45540,93.7470637726596,,,,,,
45600,93.5466675726235,,,,,,
45660,93.5466675726235,,,,,,
45720,93.5466675726235,,,,,,
45780,93.5466675726235,,,,,,
45840,93.6833979301202,,,,,,
45900,93.7145976535664,,,,,,
45960,93.572990054524,,,,,,
46020,93.572990054524,,,,,,
46080,93.4313824554816,,,,,,
46140,93.4313824554816,,,,,,
46200,93.572990054524,,,,,,
46260,93.4941327673946,,,,,,
46320,93.3390387303482,,,,,,
46380,93.3390387303482,,,,,,
46440,93.649226804441,,,,,,
46500,93.6116385661939,,,,,,
46560,93.1230923494978,,,,,,
46620,93.1230923494978,,,,,,
46680,93.0051452359651,,,,,,
46740,93.0051452359651,,,,,,
46800,92.8500511989187,,,,,,
46860,92.8500511989187,,,,,,
46920,92.6949571618723,,,,,,
46980,92.6949571618723,,,,,,
47040,92.6096554414968,,,,,,
47100,92.6096554414968,,,,,,
47160,92.4592520482505,,,,,,
47220,92.4592520482505,,,,,,
47280,92.3570552313488,,,,,,
47340,92.3570552313488,,,,,,
47400,92.5546756841947,,,,,,
47460,92.3701555951935,,,,,,
47520,92.438274417626,,,,,,
47580,92.5144072191682,,,,,,
47640,92.3964956972798,,,,,,
47700,92.5290488022887,,,,,,
47760,92.7352771370547,,,,,,
47820,92.7352771370547,,,,,,
47880,93.1184506403458,,,,,,
47940,93.1184506403458,,,,,,
48000,93.4609703615933,,,,,,
48060,93.4609703615933,,,,,,
48120,93.6645312852167,,,,,,
48180,93.615433932939,,,,,,
48240,94.0068257191144,,,,,,
48300,93.9765052690938,,,,,,
48360,93.9765052690938,,,,,,
48420,93.9411314107364,,,,,,
48480,93.9411314107364,,,,,,
48540,93.9411314107364,,,,,,
48600,93.9411314107364,,,,,,
48660,93.9411314107364,,,,,,
48720,93.9203891679824,,,,,,
48780,93.9203891679824,,,,,,
48840,93.9411314107364,,,,,,
48900,93.8766980405824,,,,,,
48960,94.1954145579481,,,,,,
49020,94.1954145579481,,,,,,
49080,94.4756636432972,,,,,,
49140,94.4756636432972,,,,,,
49200,94.1499661654998,,,,,,
49260,94.1499661654998,,,,,,
49320,94.1499661654998,,,,,,
49380,94.1220744539572,,,,,,
49440,93.7601883675156,,,,,,
49500,93.7601883675156,,,,,,
49560,94.087209814529,,,,,,
49620,94.087209814529,,,,,,
49680,94.087209814529,,,,,,
49740,94.1497307776293,,,,,,
49800,93.6800879672823,,,,,,
49860,93.6800879672823,,,,,,
49920,93.5771017384108,,,,,,
49980,93.5771017384108,,,,,,
50040,93.5771017384108,,,,,,
50100,93.5771017384108,,,,,,
50160,93.5415436079753,,,,,,
50220,93.5415436079753,,,,,,
50280,93.5415436079753,,,,,,
50340,93.5415436079753,,,,,,
50400,93.8996469252283,,,,,,
50460,93.7993779963975,,,,,,
50520,93.7993779963975,,,,,,
50580,93.7993779963975,,,,,,
50640,93.8491593790072,,,,,,
50700,93.8491593790072,,,,,,
50760,93.9411314107364,,,,,,
50820,93.9411314107364,,,,,,
50880,93.8996469252283,,,,,,
50940,93.8996469252283,,,,,,
51000,94.4507729519923,,,,,,
51060,94.4507729519923,,,,,,
51120,93.356817795566,,,,,,
51180,93.5059854775398,,,,,,
51240,93.5059854775398,,,,,,
51300,93.5059854775398,,,,,,
51360,92.8036175445266,,,,,,
51420,92.5754212552614,,,,,,
51480,92.1101391441222,,,,,,
51540,92.989373850033,93.989373850033,92.989373850033,,,,
51600,92.50590287785,93.5059028778499,92.50590287785,,,,
51660,92.50590287785,93.5059028778499,92.50590287785,,,,
51720,92.4697142692058,93.4697142692058,92.4697142692058,,,,
51780,92.4697142692058,93.4697142692058,92.4697142692058,,,,50400
51840,92.1440167914084,93.1440167914084,92.1440167914084,,,,
51900,92.1440167914084,93.1440167914084,92.1440167914084,,,,
51960,92.1440167914084,93.1440167914084,92.1440167914084,,,,
