sec,number
15120,0
15180,0
15240,0
15300,0
15360,0
15420,0
15480,0
15540,0
15600,0
15660,0
15720,0
15780,0
15840,0
15900,0
15960,0
16020,0
16080,0
16140,0
16200,0
16260,0
16320,0
16380,0
16440,0
16500,0
16560,0
16620,0
16680,0
16740,0
16800,0
16860,0
16920,0
16980,0
17040,0
17100,0
17160,0
17220,0
17280,0
17340,0
17400,0
17460,0
17520,0
17580,0
17640,0
17700,0
17760,0
17820,0
17880,0
17940,0
18000,0
18060,0
18120,0
18180,0
18240,0
18300,0
18360,0
18420,0
18480,0
18540,0
18600,0
18660,0
18720,0
18780,0
18840,0
18900,0
18960,0
19020,0
19080,0
19140,0
19200,0
19260,0
19320,0
19380,0
19440,0
19500,0
19560,0
19620,0
19680,0
19740,0
19800,0
19860,0
19920,0
19980,0
20040,0
20100,0
20160,0
20220,0
20280,0
20340,0
20400,0
20460,0
20520,0
20580,0
20640,0
20700,0
20760,0
20820,0
20880,0
20940,0
21000,0
21060,0
21120,0
21180,0
21240,0
21300,0
21360,0
21420,0
21480,0
21540,0
21600,0
21660,0
21720,0
21780,0
21840,0
21900,0
21960,0
22020,0
22080,0
22140,0
22200,0
22260,0
22320,0
22380,0
22440,0
22500,0
22560,0
22620,0
22680,0
22740,0
22800,0
22860,0
22920,0
22980,0
23040,0
23100,0
23160,0
23220,0
23280,0
23340,0
23400,0
23460,0
23520,0
23580,0
23640,0
23700,0
23760,0
23820,0
23880,0
23940,0
24000,0
24060,0
24120,0
24180,0
24240,0
24300,0
24360,0
24420,0
24480,0
24540,0
24600,0
24660,0
24720,0
24780,0
24840,0
24900,0
24960,0
25020,0
25080,0
25140,0
25200,0
25260,0
25320,0
25380,0
25440,0
25500,0
25560,0
25620,0
25680,0
25740,0
25800,0
25860,0
25920,0
25980,0
26040,0
26100,0
26160,0
26220,0
26280,0
26340,0
26400,0
26460,0
26520,0
26580,0
26640,0
26700,0
26760,0
26820,0
26880,0
26940,0
27000,0
27060,0
27120,0
27180,0
27240,0
27300,0
27360,0
27420,0
27480,0
27540,0
27600,0
27660,0
27720,0
27780,0
27840,0
27900,0
27960,0
28020,0
28080,0
28140,0
28200,0
28260,0
28320,0
28380,0
28440,0
28500,0
28560,0
28620,0
28680,0
28740,0
28800,0
28860,0
28920,0
28980,0
29040,0
29100,0
29160,0
29220,0
29280,0
29340,0
29400,0
29460,0
29520,0
29580,0
29640,0
29700,0
29760,0
29820,0
29880,0
29940,0
30000,0
30060,0
30120,3
30180,5
30240,5
30300,5
30360,6
30420,6
30480,6
30540,6
30600,6
30660,6
30720,6
30780,6
30840,6
30900,6
30960,6
31020,6
31080,6
31140,6
31200,6
31260,6
31320,6
31380,6
31440,6
31500,6
31560,8
31620,8
31680,9
31740,10
31800,14
31860,15
31920,16
31980,17
32040,19
32100,22
32160,23
32220,27
32280,28
32340,31
32400,33
32460,35
32520,35
32580,36
32640,37
32700,38
32760,38
32820,38
32880,39
32940,40
33000,40
33060,40
33120,40
33180,40
33240,40
33300,40
33360,40
33420,40
33480,41
33540,41
33600,41
33660,41
33720,42
33780,42
33840,43
33900,43
33960,43
34020,44
34080,44
34140,47
34200,47
34260,49
34320,50
34380,50
34440,50
34500,50
34560,50
34620,52
34680,53
34740,54
34800,54
34860,56
34920,57
34980,57
35040,57
35100,57
35160,57
35220,57
35280,57
35340,57
35400,57
35460,57
35520,56
35580,55
35640,55
35700,55
35760,56
35820,55
35880,55
35940,55
36000,56
36060,55
36120,58
36180,57
36240,60
36300,60
36360,59
36420,59
36480,59
36540,59
36600,59
36660,59
36720,59
36780,58
36840,59
36900,59
36960,60
37020,61
37080,60
37140,59
37200,58
37260,58
37320,58
37380,58
37440,58
37500,58
37560,57
37620,58
37680,61
37740,61
37800,63
37860,62
37920,62
37980,63
38040,62
38100,63
38160,64
38220,64
38280,63
38340,64
38400,64
38460,64
38520,63
38580,65
38640,65
38700,66
38760,67
38820,68
38880,69
38940,69
39000,71
39060,70
39120,70
39180,70
39240,70
39300,71
39360,71
39420,71
39480,71
39540,71
39600,71
39660,72
39720,72
39780,72
39840,72
39900,72
39960,73
40020,73
40080,73
40140,73
40200,72
40260,72
40320,72
40380,73
40440,71
40500,72
40560,72
40620,72
40680,72
40740,72
40800,72
40860,72
40920,71
40980,71
41040,72
41100,71
41160,70
41220,69
41280,69
41340,69
41400,69
41460,69
41520,69
41580,68
41640,68
41700,68
41760,68
41820,67
41880,67
41940,66
42000,66
42060,66
42120,66
42180,66
42240,66
42300,66
42360,66
42420,66
42480,66
42540,66
42600,66
42660,66
42720,67
42780,68
42840,68
42900,67
42960,67
43020,67
43080,68
43140,68
43200,69
43260,69
43320,69
43380,69
43440,71
43500,72
43560,72
43620,72
43680,71
43740,71
43800,71
43860,70
43920,70
43980,69
44040,69
44100,69
44160,68
44220,68
44280,68
44340,69
44400,69
44460,66
44520,64
44580,63
44640,64
44700,65
44760,65
44820,63
44880,63
44940,63
45000,61
45060,61
45120,62
45180,63
45240,63
45300,62
45360,62
45420,62
45480,62
45540,62
45600,62
45660,60
45720,60
45780,58
45840,58
45900,57
45960,55
46020,55
46080,54
46140,51
46200,50
46260,50
46320,53
46380,52
46440,52
46500,51
46560,52
46620,51
46680,50
46740,51
46800,50
46860,49
46920,48
46980,48
47040,48
47100,48
47160,48
47220,48
47280,46
47340,47
47400,45
47460,44
47520,43
47580,40
47640,39
47700,39
47760,39
47820,38
47880,37
47940,37
48000,36
48060,34
48120,32
48180,31
48240,30
48300,28
48360,27
48420,26
48480,23
48540,22
48600,22
48660,20
48720,20
48780,19
48840,17
48900,17
48960,17
49020,17
49080,17
49140,17
49200,17
49260,16
49320,16
49380,14
49440,14
49500,13
49560,13
49620,13
49680,12
49740,12
49800,12
49860,13
49920,12
49980,14
50040,14
50100,17
50160,18
50220,19
50280,19
50340,18
50400,17
50460,20
50520,21
50580,25
50640,26
50700,29
50760,29
50820,31
50880,32
50940,32
51000,30
51060,32
51120,31
51180,31
51240,32
51300,32
51360,32
51420,33
51480,34
51540,34
51600,35
51660,37
51720,39
51780,39
51840,39
51900,39
51960,39
52020,40
52080,40
52140,40
52200,41
52260,42
52320,43
52380,44
52440,47
52500,49
52560,49
52620,51
52680,51
52740,53
52800,54
52860,56
52920,56
52980,57
53040,57
53100,58
53160,58
53220,57
53280,56
53340,56
53400,56
53460,56
53520,55
53580,55
53640,56
53700,56
53760,56
53820,56
53880,56
53940,57
54000,57
54060,56
54120,57
54180,56
54240,55
54300,56
54360,56
54420,56
54480,57
54540,57
54600,57
54660,57
54720,57
54780,58
54840,58
54900,58
54960,61
55020,62
55080,62
55140,62
55200,63
55260,63
55320,64
55380,64
55440,61
55500,61
55560,61
55620,60
55680,60
55740,60
55800,61
55860,61
55920,61
55980,61
56040,61
56100,63
56160,63
56220,64
56280,63
56340,63
56400,64
56460,64
56520,64
56580,64
56640,63
56700,63
56760,63
56820,63
56880,62
56940,62
57000,62
57060,62
57120,63
57180,64
57240,65
57300,65
57360,66
57420,68
57480,68
57540,68
57600,67
57660,66
57720,64
57780,65
57840,68
57900,68
57960,69
58020,69
58080,68
58140,68
58200,68
58260,69
58320,68
58380,68
58440,67
58500,67
58560,66
58620,65
58680,65
58740,65
58800,64
58860,63
58920,63
58980,63
59040,63
59100,63
59160,63
59220,63
59280,63
59340,63
59400,64
59460,64
59520,64
59580,65
59640,65
59700,64
59760,64
59820,65
59880,66
59940,66
60000,65
60060,65
60120,65
60180,64
60240,64
60300,64
60360,64
60420,64
60480,65
60540,65
60600,64
60660,65
60720,65
60780,66
60840,64
60900,64
60960,65
61020,65
61080,65
61140,64
61200,64
61260,64
61320,64
61380,63
61440,62
61500,61
61560,62
61620,62
61680,61
61740,61
61800,62
61860,62
61920,62
61980,62
62040,62
62100,61
62160,61
62220,61
62280,61
62340,61
62400,61
62460,61
62520,61
62580,61
62640,62
62700,62
62760,63
62820,62
62880,62
62940,63
63000,64
63060,63
63120,64
63180,65
63240,64
63300,64
63360,64
63420,63
63480,63
63540,62
63600,61
63660,61
63720,61
63780,61
63840,61
63900,61
63960,62
64020,61
64080,60
64140,60
64200,60
64260,62
64320,62
64380,63
64440,63
64500,63
64560,63
64620,62
64680,62
64740,62
64800,61
64860,60
64920,60
64980,58
65040,59
65100,59
65160,60
65220,60
65280,58
65340,58
65400,58
65460,58
65520,57
65580,57
65640,56
65700,57
65760,57
65820,58
65880,58
65940,58
66000,58
66060,57
66120,56
66180,55
66240,54
66300,55
66360,56
66420,57
66480,54
66540,53
66600,52
66660,53
66720,52
66780,52
66840,53
66900,53
66960,52
67020,50
67080,51
67140,48
67200,47
67260,47
67320,47
67380,47
67440,48
67500,49
67560,49
67620,48
67680,48
67740,47
67800,47
67860,46
67920,46
67980,46
68040,44
68100,42
68160,41
68220,39
68280,38
68340,37
68400,36
68460,36
68520,35
68580,32
68640,29
68700,29
68760,30
68820,29
68880,26
68940,27
69000,26
69060,25
69120,25
69180,25
69240,25
69300,25
69360,25
69420,25
69480,25
69540,25
69600,23
69660,23
69720,23
69780,23
69840,22
69900,22
69960,21
70020,20
70080,20
70140,19
70200,19
70260,18
70320,16
70380,16
70440,15
70500,15
70560,15
70620,15
70680,15
70740,13
70800,12
70860,12
70920,12
70980,12
71040,12
71100,12
71160,12
71220,12
71280,10
71340,10
71400,10
71460,10
71520,10
71580,8
71640,7
71700,7
71760,5
71820,5
71880,5
71940,2
72000,1
72060,1
72120,1
72180,1
72240,1
72300,0
72360,0
72420,0
72480,0
72540,0
72600,0
72660,0
72720,0
72780,0
72840,0
72900,0
72960,0
73020,0
73080,0
73140,0
73200,0
73260,0
73320,0
73380,0
73440,0
73500,0
73560,0
73620,0
73680,0
73740,0
73800,0
73860,0
73920,0
73980,0
74040,0
74100,0
74160,0
74220,0
74280,0
74340,0
74400,0
74460,0
74520,0
74580,0
74640,0
74700,0
74760,0
74820,0
74880,0
74940,0
75000,0
75060,0
75120,0
75180,0
75240,0
75300,0
75360,0
75420,0
75480,0
75540,0
75600,0
75660,0
75720,0
75780,0
75840,0
75900,0
75960,0
76020,0
76080,0
76140,0
76200,0
76260,0
76320,0
76380,0
76440,0
76500,0
76560,0
76620,0
76680,0
76740,0
76800,0
76860,0
76920,0
76980,0
77040,0
77100,0
77160,0
77220,0
77280,0
77340,0
77400,0
77460,0
77520,0
77580,0
77640,0
77700,0
77760,0
77820,0
77880,0
77940,0
78000,0
78060,0
78120,0
78180,0
78240,0
78300,0
78360,0
78420,0
78480,0
78540,0
78600,0
78660,0
78720,0
78780,0
78840,0
78900,0
78960,0
79020,0
79080,0
79140,0
79200,0
79260,0
79320,0
79380,0
79440,0
79500,0
79560,0
79620,0
79680,0
79740,0
79800,0
79860,0
79920,0
79980,0
80040,0
80100,0
80160,0
80220,0
80280,0
80340,0
80400,0
80460,0
80520,0
80580,0
80640,0
80700,0
80760,0
80820,0
80880,0
80940,0
81000,0
81060,0
81120,0
81180,0
81240,0
81300,0
81360,0
81420,0
81480,0
81540,0
81600,0
81660,0
81720,0
81780,0
81840,0
81900,0
81960,0
82020,0
82080,0
82140,0
82200,0
82260,0
82320,0
82380,0
82440,0
82500,0
82560,0
82620,0
82680,0
82740,0
82800,0
82860,0
82920,0
82980,0
83040,0
83100,0
83160,0
83220,0
83280,0
83340,0
83400,0
83460,0
83520,0
83580,0
83640,0
83700,0
83760,0
83820,0
83880,0
83940,0
84000,0
84060,0
84120,0
84180,0
84240,0
84300,0
84360,0
84420,0
84480,0
84540,0
84600,0
84660,0
84720,0
84780,0
84840,0
84900,0
84960,0
85020,0
85080,0
85140,0
85200,0
85260,0
85320,0
85380,0
85440,0
85500,0
85560,0
85620,0
85680,0
85740,0
85800,0
85860,0
85920,0
85980,0
86040,0
86100,0
86160,0
86220,0
86280,0
86340,0
86400,0
86460,0
86520,0
86580,0
86640,0
86700,0
86760,0
86820,0
86880,0
86940,0
87000,0
87060,0
87120,0
87180,0
87240,0
87300,0
87360,0
87420,0
87480,0
87540,0
87600,0
87660,0
87720,0
87780,0
87840,0
87900,0
87960,0
88020,0
88080,0
88140,0
88200,0
88260,0
88320,0
88380,0
88440,0
88500,0
88560,0
88620,0
88680,0
88740,0
88800,0
88860,0
88920,0
88980,0
89040,0
89100,0
89160,0
89220,0
89280,0
89340,0
89400,0
89460,0
89520,0
89580,0
89640,0
89700,0
89760,0
89820,0
89880,0
89940,0
90000,0
90060,0
90120,0
90180,0
90240,0
90300,0
90360,0
90420,0
90480,0
90540,0
90600,0
90660,0
90720,0
90780,0
90840,0
90900,0
90960,0
91020,0
91080,0
91140,0
91200,0
91260,0
91320,0
91380,0
91440,0
91500,0
91560,0
91620,0
91680,0
91740,0
91800,0
91860,0
91920,0
91980,0
92040,0
92100,0
92160,0
92220,0
92280,0
92340,0
92400,0
92460,0
92520,0
92580,0
92640,0
92700,0
92760,0
92820,0
92880,0
92940,0
93000,0
93060,0
93120,0
93180,0
93240,0
93300,0
93360,0
93420,0
93480,0
93540,0
93600,0
93660,0
93720,0
93780,0
93840,0
93900,0
93960,0
94020,0
94080,0
94140,0
94200,0
94260,0
94320,0
94380,0
94440,0
94500,0
94560,0
94620,0
94680,0
94740,0
94800,0
94860,0
94920,0
94980,0
95040,0
95100,0
95160,0
95220,0
95280,0
95340,0
95400,0
95460,0
95520,0
95580,0
95640,0
95700,0
95760,0
95820,0
95880,0
95940,0
96000,0
96060,0
96120,0
96180,0
96240,0
96300,0
96360,0
96420,0
96480,0
96540,0
96600,0
96660,0
96720,0
96780,0
96840,0
96900,0
96960,0
97020,0
97080,0
97140,0
97200,0
97260,0
97320,0
97380,0
97440,0
97500,0
97560,0
97620,0
97680,0
97740,0
97800,0
97860,0
97920,0
97980,0
98040,0
98100,0
98160,0
98220,0
98280,0
98340,0
98400,0
98460,0
98520,0
98580,0
98640,0
98700,0
98760,0
98820,0
98880,0
98940,0
99000,0
99060,0
99120,0
99180,0
99240,0
99300,0
99360,0
99420,0
99480,0
99540,0
99600,0
99660,0
99720,0
99780,0
99840,0
99900,0
99960,0
100020,0
100080,0
100140,0
100200,0
100260,0
100320,0
100380,0
100440,0
100500,0
100560,0
100620,0
100680,0
100740,0
100800,0
100860,0
100920,0
100980,0
101040,0
101100,0
101160,0
101220,0
101280,0
101340,0
101400,0
101460,0
101520,0
101580,0
101640,0
101700,0
101760,0
101820,0
101880,0
101940,0
102000,0
102060,0
102120,0
102180,0
102240,0
102300,0
102360,0
102420,0
102480,0
102540,0
102600,0
102660,0
102720,0
102780,0
102840,0
102900,0
102960,0
103020,0
103080,0
103140,0
103200,0
103260,0
103320,0
103380,0
103440,0
103500,0
103560,0
103620,0
103680,0
103740,0
103800,0
103860,0
103920,0
103980,0
104040,0
104100,0
104160,0
104220,0
104280,0
104340,0
104400,0
104460,0
104520,0
104580,0
104640,0
104700,0
104760,0
104820,0
104880,0
104940,0
105000,0
105060,0
105120,0
105180,0
105240,0
105300,0
105360,0
105420,0
105480,0
105540,0
105600,0
105660,0
105720,0
105780,0
105840,0
105900,0
105960,0
106020,0
106080,0
106140,0
106200,0
106260,0
106320,0
106380,0
106440,0
106500,0
106560,0
106620,0
106680,0
106740,0
106800,0
106860,0
106920,0
106980,0
107040,0
107100,0
107160,0
107220,0
107280,0
107340,0
107400,0
107460,0
107520,0
107580,0
107640,0
107700,0
107760,0
107820,0
107880,0
107940,0
108000,0
108060,0
108120,0
108180,0
108240,0
108300,0
108360,0
108420,0
108480,0
108540,0
108600,0
108660,0
108720,0
108780,0
108840,0
108900,0
108960,0
109020,0
109080,0
109140,0
109200,0
109260,0
109320,0
109380,0
109440,0
109500,0
109560,0
109620,0
109680,0
109740,0
109800,0
109860,0
109920,0
109980,0
110040,0
110100,0
110160,0
110220,0
110280,0
110340,0
110400,0
110460,0
110520,0
110580,0
110640,0
110700,0
110760,0
110820,0
110880,0
110940,0
111000,0
111060,0
111120,0
111180,0
111240,0
111300,0
111360,0
111420,0
111480,0
111540,0
111600,0
111660,0
111720,0
111780,0
111840,0
111900,0
111960,0
112020,0
112080,0
112140,0
112200,0
112260,0
112320,0
112380,0
112440,0
112500,0
112560,0
112620,0
112680,0
112740,0
112800,0
112860,0
112920,0
112980,0
113040,0
113100,0
113160,0
113220,0
113280,0
113340,0
113400,0
113460,0
113520,0
113580,0
113640,0
113700,0
113760,0
113820,0
113880,0
113940,0
114000,0
114060,0
114120,0
114180,0
114240,0
114300,0
114360,0
114420,0
114480,0
114540,0
114600,0
114660,0
114720,0
114780,0
114840,0
114900,0
114960,0
115020,0
115080,0
115140,0
115200,0
115260,0
115320,0
115380,0
115440,0
115500,0
115560,0
115620,0
115680,0
115740,0
115800,0
115860,0
115920,0
115980,0
116040,0
116100,0
116160,0
116220,0
116280,0
116340,0
116400,0
116460,0
116520,1
116580,1
116640,1
116700,1
116760,2
116820,2
116880,2
116940,2
117000,2
117060,2
117120,2
117180,2
117240,2
117300,2
117360,2
117420,2
117480,2
117540,2
117600,2
117660,2
117720,2
117780,2
117840,2
117900,2
117960,2
118020,2
118080,3
118140,4
118200,7
118260,7
118320,10
118380,11
118440,14
118500,16
118560,18
118620,21
118680,22
118740,26
118800,27
118860,28
118920,28
118980,29
119040,29
119100,30
119160,30
119220,32
119280,32
119340,33
119400,35
119460,35
119520,35
119580,35
119640,35
119700,35
119760,35
119820,35
119880,36
119940,36
120000,36
120060,36
120120,36
120180,38
120240,40
120300,40
120360,42
120420,45
120480,45
120540,46
120600,47
120660,48
120720,50
120780,50
120840,50
120900,51
120960,52
121020,53
121080,53
121140,54
121200,54
121260,55
121320,56
121380,56
121440,56
121500,56
121560,56
121620,56
121680,56
121740,56
121800,57
121860,57
121920,57
121980,56
122040,56
122100,56
122160,56
122220,56
122280,56
122340,57
122400,57
122460,59
122520,61
122580,60
122640,63
122700,64
122760,64
122820,64
122880,65
122940,65
123000,66
123060,66
123120,66
123180,67
123240,67
123300,68
123360,66
123420,65
123480,64
123540,63
123600,63
123660,63
123720,63
123780,62
123840,63
123900,63
123960,65
124020,67
124080,70
124140,68
124200,68
124260,68
124320,68
124380,67
124440,66
124500,66
124560,67
124620,68
124680,67
124740,67
124800,67
124860,68
124920,68
124980,68
125040,69
125100,69
125160,69
125220,69
125280,69
125340,69
125400,69
125460,69
125520,68
125580,68
125640,68
125700,68
125760,68
125820,68
125880,68
125940,69
126000,69
126060,69
126120,69
126180,69
126240,69
126300,69
126360,68
126420,67
126480,67
126540,66
126600,67
126660,67
126720,68
126780,68
126840,67
126900,67
126960,66
127020,66
127080,65
127140,65
127200,65
127260,64
127320,65
127380,64
127440,64
127500,63
127560,63
127620,63
127680,64
127740,65
127800,66
127860,66
127920,65
127980,64
128040,62
128100,62
128160,61
128220,59
128280,59
128340,60
128400,61
128460,59
128520,57
128580,57
128640,56
128700,55
128760,56
128820,56
128880,57
128940,57
129000,57
129060,57
129120,57
129180,57
129240,57
129300,58
129360,58
129420,61
129480,64
129540,65
129600,65
129660,65
129720,66
129780,66
129840,67
129900,68
129960,68
130020,69
130080,69
130140,70
130200,69
130260,69
130320,69
130380,69
130440,69
130500,69
130560,69
130620,69
130680,69
130740,69
130800,69
130860,69
130920,67
130980,67
131040,66
131100,66
131160,66
131220,64
131280,65
131340,66
131400,66
131460,64
131520,64
131580,62
131640,63
131700,62
131760,62
131820,61
131880,60
131940,61
132000,60
132060,60
132120,58
132180,56
132240,56
132300,56
132360,54
132420,53
132480,53
132540,52
132600,50
132660,50
132720,51
132780,52
132840,52
132900,51
132960,53
133020,51
133080,51
133140,50
133200,51
133260,50
133320,50
133380,49
133440,49
133500,47
133560,46
133620,46
133680,45
133740,45
133800,44
133860,44
133920,44
133980,43
134040,43
134100,41
134160,39
134220,38
134280,38
134340,37
134400,34
134460,33
134520,31
134580,29
134640,28
134700,27
134760,27
134820,26
134880,23
134940,22
135000,19
135060,17
135120,16
135180,16
135240,14
135300,14
135360,15
135420,15
135480,13
135540,13
135600,13
135660,12
135720,12
135780,11
135840,8
135900,9
135960,9
136020,8
136080,8
136140,7
136200,7
136260,7
136320,7
136380,9
136440,9
136500,12
136560,12
136620,12
136680,12
136740,12
136800,12
136860,13
136920,15
136980,17
137040,18
137100,21
137160,22
137220,22
137280,24
137340,25
137400,26
137460,27
137520,27
137580,28
137640,28
137700,29
137760,29
137820,29
137880,29
137940,29
138000,29
138060,31
138120,32
138180,33
138240,33
138300,34
138360,35
138420,36
138480,38
138540,39
138600,40
138660,40
138720,40
138780,42
138840,43
138900,45
138960,45
139020,45
139080,47
139140,49
139200,50
139260,51
139320,51
139380,54
139440,56
139500,56
139560,57
139620,57
139680,57
139740,57
139800,57
139860,57
139920,56
139980,57
140040,57
140100,57
140160,57
140220,58
140280,57
140340,56
140400,57
140460,57
140520,57
140580,56
140640,56
140700,58
140760,58
140820,58
140880,58
140940,58
141000,58
141060,58
141120,59
141180,59
141240,59
141300,61
141360,61
141420,61
141480,61
141540,61
141600,62
141660,61
141720,60
141780,60
141840,58
141900,59
141960,58
142020,58
142080,58
142140,59
142200,58
142260,58
142320,57
142380,58
142440,60
142500,59
142560,59
142620,60
142680,60
142740,60
142800,60
142860,60
142920,60
142980,60
143040,61
143100,62
143160,62
143220,62
143280,62
143340,64
143400,64
143460,64
143520,65
143580,65
143640,66
143700,66
143760,67
143820,68
143880,67
143940,67
144000,67
144060,67
144120,67
144180,66
144240,66
144300,66
144360,67
144420,67
144480,67
144540,66
144600,66
144660,66
144720,66
144780,66
144840,64
144900,64
144960,63
145020,61
145080,61
145140,61
145200,60
145260,59
145320,59
145380,59
145440,60
145500,61
145560,61
145620,61
145680,62
145740,63
145800,63
145860,63
145920,63
145980,63
146040,63
146100,63
146160,63
146220,63
146280,62
146340,62
146400,63
146460,64
146520,64
146580,65
146640,65
146700,66
146760,66
146820,67
146880,67
146940,67
147000,67
147060,67
147120,66
147180,66
147240,67
147300,67
147360,68
147420,68
147480,68
147540,69
147600,69
147660,68
147720,67
147780,65
147840,64
147900,64
147960,64
148020,63
148080,62
148140,61
148200,61
148260,60
148320,60
148380,59
148440,58
148500,59
148560,59
148620,59
148680,59
148740,59
148800,58
148860,56
148920,57
148980,57
149040,57
149100,57
149160,56
149220,56
149280,55
149340,55
149400,55
149460,56
149520,56
149580,57
149640,57
149700,57
149760,58
149820,58
149880,57
149940,58
150000,58
150060,58
150120,59
150180,59
150240,60
150300,60
150360,60
150420,60
150480,60
150540,61
150600,61
150660,62
150720,62
150780,62
150840,62
150900,61
150960,61
151020,62
151080,62
151140,61
151200,62
151260,62
151320,61
151380,60
151440,61
151500,61
151560,61
151620,61
151680,62
151740,62
151800,62
151860,60
151920,59
151980,59
152040,60
152100,59
152160,59
152220,58
152280,57
152340,58
152400,58
152460,57
152520,57
152580,58
152640,55
152700,57
152760,56
152820,56
152880,55
152940,55
153000,54
153060,53
153120,51
153180,51
153240,51
153300,52
153360,50
153420,47
153480,44
153540,43
153600,41
153660,41
153720,41
153780,41
153840,40
153900,40
153960,40
154020,40
154080,41
154140,41
154200,41
154260,41
154320,40
154380,39
154440,39
154500,38
154560,38
154620,38
154680,35
154740,35
154800,32
154860,32
154920,31
154980,31
155040,31
155100,31
155160,28
155220,29
155280,26
155340,25
155400,23
155460,22
155520,21
155580,21
155640,21
155700,21
155760,20
155820,20
155880,20
155940,20
156000,20
156060,20
156120,19
156180,19
156240,19
156300,19
156360,18
156420,16
156480,16
156540,15
156600,15
156660,14
156720,14
156780,14
156840,14
156900,13
156960,12
157020,10
157080,10
157140,9
157200,9
157260,9
157320,9
157380,9
157440,9
157500,9
157560,9
157620,8
157680,8
157740,8
157800,8
157860,8
157920,8
157980,8
158040,6
158100,6
158160,6
158220,6
158280,6
158340,4
158400,4
158460,4
158520,2
158580,2
158640,1
158700,1
158760,1
158820,1
158880,1
158940,1
159000,1
159060,0
159120,0
159180,0
159240,0
159300,0
159360,0
159420,0
159480,0
159540,0
159600,0
159660,0
159720,0
159780,0
159840,0
159900,0
159960,0
160020,0
160080,0
160140,0
160200,0
160260,0
160320,0
160380,0
160440,0
160500,0
160560,0
160620,0
160680,0
160740,0
160800,0
160860,0
160920,0
160980,0
161040,0
161100,0
161160,0
161220,0
161280,0
161340,0
161400,0
161460,0
161520,0
161580,0
161640,0
161700,0
161760,0
161820,0
161880,0
161940,0
162000,0
162060,0
162120,0
162180,0
162240,0
162300,0
162360,0
162420,0
162480,0
162540,0
162600,0
162660,0
162720,0
162780,0
162840,0
162900,0
162960,0
163020,0
163080,0
163140,0
163200,0
163260,0
163320,0
163380,0
163440,0
163500,0
163560,0
163620,0
163680,0
163740,0
163800,0
163860,0
163920,0
163980,0
164040,0
164100,0
164160,0
164220,0
164280,0
164340,0
164400,0
164460,0
164520,0
164580,0
164640,0
164700,0
164760,0
164820,0
164880,0
164940,0
165000,0
165060,0
165120,0
165180,0
165240,0
165300,0
165360,0
165420,0
165480,0
165540,0
165600,0
165660,0
165720,0
165780,0
165840,0
165900,0
165960,0
166020,0
166080,0
166140,0
166200,0
166260,0
166320,0
166380,0
166440,0
166500,0
166560,0
166620,0
166680,0
166740,0
166800,0
166860,0
166920,0
166980,0
167040,0
167100,0
167160,0
167220,0
167280,0
167340,0
167400,0
167460,0
167520,0
167580,0
167640,0
167700,0
167760,0
167820,0
167880,0
167940,0
168000,0
